"Step","resnet50_224_aug - loss","resnet50_224_aug - loss__MIN","resnet50_224_aug - loss__MAX","resnet18_224 - loss","resnet18_224 - loss__MIN","resnet18_224 - loss__MAX","resnet50_32_aug_3x3_relu - loss","resnet50_32_aug_3x3_relu - loss__MIN","resnet50_32_aug_3x3_relu - loss__MAX","resnet18_32_aug_3x3 - loss","resnet18_32_aug_3x3 - loss__MIN","resnet18_32_aug_3x3 - loss__MAX","resnet50_224 - loss","resnet50_224 - loss__MIN","resnet50_224 - loss__MAX","resnet50_32_aug_3x3 - loss","resnet50_32_aug_3x3 - loss__MIN","resnet50_32_aug_3x3 - loss__MAX"
"50","0.0036840032861195503","0.0036840032861195503","0.0036840032861195503","0.00016532621200894936","0.00016532621200894936","0.00016532621200894936","0.02402733596339822","0.02402733596339822","0.02402733596339822","0.07307155646443367","0.07307155646443367","0.07307155646443367","0.00008298165437765419","0.00008298165437765419","0.00008298165437765419","0.017006394605785607","0.017006394605785607","0.017006394605785607"
"51","0.0020980570404604076","0.0020980570404604076","0.0020980570404604076","0.00016843443059362471","0.00016843443059362471","0.00016843443059362471","0.020658224966973067","0.020658224966973067","0.020658224966973067","0.06755398076295853","0.06755398076295853","0.06755398076295853","0.00007665624126559124","0.00007665624126559124","0.00007665624126559124","0.016714194608926772","0.016714194608926772","0.016714194608926772"
"52","0.0028935120437480507","0.0028935120437480507","0.0028935120437480507","0.00015136456738691777","0.00015136456738691777","0.00015136456738691777","0.021570407030731438","0.021570407030731438","0.021570407030731438","0.06451820108652115","0.06451820108652115","0.06451820108652115","0.00007208152604289353","0.00007208152604289353","0.00007208152604289353","0.015950097031146287","0.015950097031146287","0.015950097031146287"
"53","0.0031553154701832683","0.0031553154701832683","0.0031553154701832683","0.00014898563040187583","0.00014898563040187583","0.00014898563040187583","0.01747581558868289","0.01747581558868289","0.01747581558868289","0.06756876656055451","0.06756876656055451","0.06756876656055451","0.00007964713073335588","0.00007964713073335588","0.00007964713073335588","0.014872072871327401","0.014872072871327401","0.014872072871327401"
"54","0.0022115136292157694","0.0022115136292157694","0.0022115136292157694","0.00015390125867677853","0.00015390125867677853","0.00015390125867677853","0.017166219697147607","0.017166219697147607","0.017166219697147607","0.0625158454155922","0.0625158454155922","0.0625158454155922","0.00006411884538130834","0.00006411884538130834","0.00006411884538130834","0.01519891979843378","0.01519891979843378","0.01519891979843378"
"55","0.002460023382427171","0.002460023382427171","0.002460023382427171","0.00015415577174164355","0.00015415577174164355","0.00015415577174164355","0.01772599538937211","0.01772599538937211","0.01772599538937211","0.06050007426381111","0.06050007426381111","0.06050007426381111","0.00006355754448566585","0.00006355754448566585","0.00006355754448566585","0.013325952255725861","0.013325952255725861","0.013325952255725861"
"56","0.0031599408189905806","0.0031599408189905806","0.0031599408189905806","0.00015217688228935002","0.00015217688228935002","0.00015217688228935002","0.017657344862371683","0.017657344862371683","0.017657344862371683","0.057467684057950975","0.057467684057950975","0.057467684057950975","0.00007110009662923403","0.00007110009662923403","0.00007110009662923403","0.014107435627877711","0.014107435627877711","0.014107435627877711"
"57","0.0022057410045992583","0.0022057410045992583","0.0022057410045992583","0.0001544311740063131","0.0001544311740063131","0.0001544311740063131","0.01805961441412568","0.01805961441412568","0.01805961441412568","0.05749855436712503","0.05749855436712503","0.05749855436712503","0.00007271235467109363","0.00007271235467109363","0.00007271235467109363","0.013608899655267596","0.013608899655267596","0.013608899655267596"
"58","0.0013438375179097056","0.0013438375179097056","0.0013438375179097056","0.00015720084842294456","0.00015720084842294456","0.00015720084842294456","0.013454893041923642","0.013454893041923642","0.013454893041923642","0.05591342419981957","0.05591342419981957","0.05591342419981957","0.00008193077996722423","0.00008193077996722423","0.00008193077996722423","0.01576805818852037","0.01576805818852037","0.01576805818852037"
"59","0.0016371007446246222","0.0016371007446246222","0.0016371007446246222","0.00014668115774169564","0.00014668115774169564","0.00014668115774169564","0.01428012416191399","0.01428012416191399","0.01428012416191399","0.056062519491910934","0.056062519491910934","0.056062519491910934","0.00006689779283013194","0.00006689779283013194","0.00006689779283013194","0.013154188720062375","0.013154188720062375","0.013154188720062375"
"60","0.001767729242038913","0.001767729242038913","0.001767729242038913","0.00015102380761876702","0.00015102380761876702","0.00015102380761876702","0.01572591651290655","0.01572591651290655","0.01572591651290655","0.05377238807156682","0.05377238807156682","0.05377238807156682","0.00006366331489523873","0.00006366331489523873","0.00006366331489523873","0.013187001584768295","0.013187001584768295","0.013187001584768295"
"61","0.001962874904843047","0.001962874904843047","0.001962874904843047","0.00014123946036212145","0.00014123946036212145","0.00014123946036212145","0.01592204916195944","0.01592204916195944","0.01592204916195944","0.05472535109043122","0.05472535109043122","0.05472535109043122","0.000059435673804255205","0.000059435673804255205","0.000059435673804255205","0.012106488972231745","0.012106488972231745","0.012106488972231745"
"62","0.0029004496398894117","0.0029004496398894117","0.0029004496398894117","0.00015645787166431547","0.00015645787166431547","0.00015645787166431547","0.015651887408941984","0.015651887408941984","0.015651887408941984","0.04701643441200257","0.04701643441200257","0.04701643441200257","0.00006913495784159749","0.00006913495784159749","0.00006913495784159749","0.012196202860102057","0.012196202860102057","0.012196202860102057"
"63","0.002455464060478844","0.002455464060478844","0.002455464060478844","0.00014331297407858075","0.00014331297407858075","0.00014331297407858075","0.014519219522178174","0.014519219522178174","0.014519219522178174","0.04997129278063774","0.04997129278063774","0.04997129278063774","0.00008719205970293842","0.00008719205970293842","0.00008719205970293842","0.013417494496405124","0.013417494496405124","0.013417494496405124"
"64","0.0015891979269124568","0.0015891979269124568","0.0015891979269124568","0.00014353500708471983","0.00014353500708471983","0.00014353500708471983","0.015016144768372179","0.015016144768372179","0.015016144768372179","0.04638317703962326","0.04638317703962326","0.04638317703962326","0.00008138375437352806","0.00008138375437352806","0.00008138375437352806","0.011913696866892278","0.011913696866892278","0.011913696866892278"
"65","0.0015043770541483537","0.0015043770541483537","0.0015043770541483537","0.0001475112866901327","0.0001475112866901327","0.0001475112866901327","0.01508769076421857","0.01508769076421857","0.01508769076421857","0.04775101773142815","0.04775101773142815","0.04775101773142815","0.00006942979666870087","0.00006942979666870087","0.00006942979666870087","0.01001849536664784","0.01001849536664784","0.01001849536664784"
"66","0.0020400646533910187","0.0020400646533910187","0.0020400646533910187","0.00014203649419359862","0.00014203649419359862","0.00014203649419359862","0.014307659843303263","0.014307659843303263","0.014307659843303263","0.04258279155403376","0.04258279155403376","0.04258279155403376","0.00006536669667228125","0.00006536669667228125","0.00006536669667228125","0.011374040514025838","0.011374040514025838","0.011374040514025838"
"67","0.0018481066277716309","0.0018481066277716309","0.0018481066277716309","0.0001474849540181458","0.0001474849540181458","0.0001474849540181458","0.013616189157292246","0.013616189157292246","0.013616189157292246","0.047319595799446106","0.047319595799446106","0.047319595799446106","0.00006026652191067114","0.00006026652191067114","0.00006026652191067114","0.012342293709963561","0.012342293709963561","0.012342293709963561"
"68","0.0017217182836076245","0.0017217182836076245","0.0017217182836076245","0.0001460298015153967","0.0001460298015153967","0.0001460298015153967","0.011909035960808396","0.011909035960808396","0.011909035960808396","0.041482560827732086","0.041482560827732086","0.041482560827732086","0.00007498016829369589","0.00007498016829369589","0.00007498016829369589","0.011846155360005797","0.011846155360005797","0.011846155360005797"
"69","0.0028106128886924127","0.0028106128886924127","0.0028106128886924127","0.00014953375958371906","0.00014953375958371906","0.00014953375958371906","0.012826206709705293","0.012826206709705293","0.012826206709705293","0.042138218060433864","0.042138218060433864","0.042138218060433864","0.00006706363796838559","0.00006706363796838559","0.00006706363796838559","0.00925588541150093","0.00925588541150093","0.00925588541150093"
"70","0.002073202162606176","0.002073202162606176","0.002073202162606176","0.00014528573879040777","0.00014528573879040777","0.00014528573879040777","0.010760739947631956","0.010760739947631956","0.010760739947631956","0.04249085046887398","0.04249085046887398","0.04249085046887398","0.00006969687454635278","0.00006969687454635278","0.00006969687454635278","0.008180817040652037","0.008180817040652037","0.008180817040652037"
"71","0.0016511874367389828","0.0016511874367389828","0.0016511874367389828","0.00014369995802640916","0.00014369995802640916","0.00014369995802640916","0.013600412741750478","0.013600412741750478","0.013600412741750478","0.04046479071304202","0.04046479071304202","0.04046479071304202","0.0000761047941551078","0.0000761047941551078","0.0000761047941551078","0.008228006484657525","0.008228006484657525","0.008228006484657525"
"72","0.0017137260292028078","0.0017137260292028078","0.0017137260292028078","0.0001462225225986913","0.0001462225225986913","0.0001462225225986913","0.009787124963998795","0.009787124963998795","0.009787124963998795","0.04310190591096878","0.04310190591096878","0.04310190591096878","0.00005779582444694824","0.00005779582444694824","0.00005779582444694824","0.00908169467188418","0.00908169467188418","0.00908169467188418"
"73","0.0014648906447528862","0.0014648906447528862","0.0014648906447528862","0.0001383919962029904","0.0001383919962029904","0.0001383919962029904","0.012249364589825272","0.012249364589825272","0.012249364589825272","0.03690246079146862","0.03690246079146862","0.03690246079146862","0.00006841092558344826","0.00006841092558344826","0.00006841092558344826","0.010023910744301975","0.010023910744301975","0.010023910744301975"
"74","0.0021768892616056837","0.0021768892616056837","0.0021768892616056837","0.00015181656710337848","0.00015181656710337848","0.00015181656710337848","0.012389712575227023","0.012389712575227023","0.012389712575227023","0.04191378913760185","0.04191378913760185","0.04191378913760185","0.00006786789843463339","0.00006786789843463339","0.00006786789843463339","0.009479203369319438","0.009479203369319438","0.009479203369319438"
"75","0.002308872591680847","0.002308872591680847","0.002308872591680847","0.00014485909425653517","0.00014485909425653517","0.00014485909425653517","0.013136855180971324","0.013136855180971324","0.013136855180971324","0.03680434561133385","0.03680434561133385","0.03680434561133385","0.000056451299865730105","0.000056451299865730105","0.000056451299865730105","0.009624945628717541","0.009624945628717541","0.009624945628717541"
"76","0.001745981701441342","0.001745981701441342","0.001745981701441342","0.00014271621147170664","0.00014271621147170664","0.00014271621147170664","0.011972315741106868","0.011972315741106868","0.011972315741106868","0.03838661958605051","0.03838661958605051","0.03838661958605051","0.00007410518757998943","0.00007410518757998943","0.00007410518757998943","0.010400473812818526","0.010400473812818526","0.010400473812818526"
"77","0.0012711312780505977","0.0012711312780505977","0.0012711312780505977","0.00013984651227481664","0.00013984651227481664","0.00013984651227481664","0.012631504428014159","0.012631504428014159","0.012631504428014159","0.03867593651711941","0.03867593651711941","0.03867593651711941","0.000058208051326218994","0.000058208051326218994","0.000058208051326218994","0.008510322368592024","0.008510322368592024","0.008510322368592024"
"78","0.0013704589836951344","0.0013704589836951344","0.0013704589836951344","0.00015161784020252525","0.00015161784020252525","0.00015161784020252525","0.012867024759985506","0.012867024759985506","0.012867024759985506","0.03716338172391057","0.03716338172391057","0.03716338172391057","0.00005939250229392201","0.00005939250229392201","0.00005939250229392201","0.008350665822476148","0.008350665822476148","0.008350665822476148"
"79","0.0012148193577257917","0.0012148193577257917","0.0012148193577257917","0.00015247508849948645","0.00015247508849948645","0.00015247508849948645","0.01321772857848555","0.01321772857848555","0.01321772857848555","0.03325285394143313","0.03325285394143313","0.03325285394143313","0.00007661763181444258","0.00007661763181444258","0.00007661763181444258","0.009020905269794165","0.009020905269794165","0.009020905269794165"
"80","0.002704930563820526","0.002704930563820526","0.002704930563820526","0.0001499309517815709","0.0001499309517815709","0.0001499309517815709","0.01258184303060174","0.01258184303060174","0.01258184303060174","0.03989528972513974","0.03989528972513974","0.03989528972513974","0.00008223960205097683","0.00008223960205097683","0.00008223960205097683","0.009396440340168774","0.009396440340168774","0.009396440340168774"
"81","0.003042163753779605","0.003042163753779605","0.003042163753779605","0.0001472756452858448","0.0001472756452858448","0.0001472756452858448","0.010893026505075395","0.010893026505075395","0.010893026505075395","0.03459157593429089","0.03459157593429089","0.03459157593429089","0.00006971214450430125","0.00006971214450430125","0.00006971214450430125","0.00912377379540354","0.00912377379540354","0.00912377379540354"
"82","0.002787437289436348","0.002787437289436348","0.002787437289436348","0.00014697673499118537","0.00014697673499118537","0.00014697673499118537","0.013543354704193772","0.013543354704193772","0.013543354704193772","0.0339951257956028","0.0339951257956028","0.0339951257956028","0.00005614119846606627","0.00005614119846606627","0.00005614119846606627","0.008145356765352189","0.008145356765352189","0.008145356765352189"
"83","0.0015522288668365217","0.0015522288668365217","0.0015522288668365217","0.00014866205130703748","0.00014866205130703748","0.00014866205130703748","0.01093288524152711","0.01093288524152711","0.01093288524152711","0.03375017167314887","0.03375017167314887","0.03375017167314887","0.00009755749804433436","0.00009755749804433436","0.00009755749804433436","0.00784333023890853","0.00784333023890853","0.00784333023890853"
"84","0.0014486107066180556","0.0014486107066180556","0.0014486107066180556","0.00014683705769944936","0.00014683705769944936","0.00014683705769944936","0.010088928964203223","0.010088928964203223","0.010088928964203223","0.03204987324118614","0.03204987324118614","0.03204987324118614","0.00010729285428067669","0.00010729285428067669","0.00010729285428067669","0.008201828773058951","0.008201828773058951","0.008201828773058951"
"85","0.0015897942739166318","0.0015897942739166318","0.0015897942739166318","0.00013734024244826286","0.00013734024244826286","0.00013734024244826286","0.011764217842444778","0.011764217842444778","0.011764217842444778","0.034770104277133944","0.034770104277133944","0.034770104277133944","0.0003381329308752902","0.0003381329308752902","0.0003381329308752902","0.008294686819538474","0.008294686819538474","0.008294686819538474"
"86","0.002202811534800567","0.002202811534800567","0.002202811534800567","0.00015699211237952114","0.00015699211237952114","0.00015699211237952114","0.01110830632224679","0.01110830632224679","0.01110830632224679","0.031077894275188447","0.031077894275188447","0.031077894275188447","0.0012337326843617484","0.0012337326843617484","0.0012337326843617484","0.008464662278108298","0.008464662278108298","0.008464662278108298"
"87","0.0020016637971531598","0.0020016637971531598","0.0020016637971531598","0.00014102238717488946","0.00014102238717488946","0.00014102238717488946","0.009295851289257407","0.009295851289257407","0.009295851289257407","0.03339344808846712","0.03339344808846712","0.03339344808846712","0.012338919400945305","0.012338919400945305","0.012338919400945305","0.009064393439218402","0.009064393439218402","0.009064393439218402"
"88","0.003088353824801161","0.003088353824801161","0.003088353824801161","0.00015070739347487687","0.00015070739347487687","0.00015070739347487687","0.008766708246991039","0.008766708246991039","0.008766708246991039","0.030362182966321708","0.030362182966321708","0.030362182966321708","0.016608943213708698","0.016608943213708698","0.016608943213708698","0.008985133939348161","0.008985133939348161","0.008985133939348161"
"89","0.004299639309188351","0.004299639309188351","0.004299639309188351","0.0001427703934861347","0.0001427703934861347","0.0001427703934861347","0.009964609232917428","0.009964609232917428","0.009964609232917428","0.030931414591670037","0.030931414591670037","0.030931414591670037","0.007981590183004737","0.007981590183004737","0.007981590183004737","0.010212793078385294","0.010212793078385294","0.010212793078385294"
"90","0.003182583541683853","0.003182583541683853","0.003182583541683853","0.00013617677059955894","0.00013617677059955894","0.00013617677059955894","0.009218483850732446","0.009218483850732446","0.009218483850732446","0.030691443319916724","0.030691443319916724","0.030691443319916724","0.00646196962531656","0.00646196962531656","0.00646196962531656","0.00874006606437266","0.00874006606437266","0.00874006606437266"
"91","0.0027644676889805125","0.0027644676889805125","0.0027644676889805125","0.00015075463274493814","0.00015075463274493814","0.00015075463274493814","0.011033522386662662","0.011033522386662662","0.011033522386662662","0.031038881910443305","0.031038881910443305","0.031038881910443305","0.007122082307711244","0.007122082307711244","0.007122082307711244","0.009238137537315488","0.009238137537315488","0.009238137537315488"
"92","0.0016293604780267925","0.0016293604780267925","0.0016293604780267925","0.00014425460810773075","0.00014425460810773075","0.00014425460810773075","0.012106178864911199","0.012106178864911199","0.012106178864911199","0.03009211822450161","0.03009211822450161","0.03009211822450161","0.006032198245078326","0.006032198245078326","0.006032198245078326","0.00839052534852177","0.00839052534852177","0.00839052534852177"
"93","0.000989580817022361","0.000989580817022361","0.000989580817022361","0.00014296714304946363","0.00014296714304946363","0.00014296714304946363","0.010021311372444034","0.010021311372444034","0.010021311372444034","0.030287483487725256","0.030287483487725256","0.030287483487725256","0.0035884553012810647","0.0035884553012810647","0.0035884553012810647","0.0062473549948260185","0.0062473549948260185","0.0062473549948260185"
"94","0.0012028484875848517","0.0012028484875848517","0.0012028484875848517","0.00015089013122953474","0.00015089013122953474","0.00015089013122953474","0.008609749356433749","0.008609749356433749","0.008609749356433749","0.028722924363017082","0.028722924363017082","0.028722924363017082","0.002201054355604574","0.002201054355604574","0.002201054355604574","0.0076406066428869965","0.0076406066428869965","0.0076406066428869965"
"95","0.0012987837315024807","0.0012987837315024807","0.0012987837315024807","0.0001422747922735289","0.0001422747922735289","0.0001422747922735289","0.009554235040792265","0.009554235040792265","0.009554235040792265","0.028237707642167806","0.028237707642167806","0.028237707642167806","0.001705344155151397","0.001705344155151397","0.001705344155151397","0.008561962985023857","0.008561962985023857","0.008561962985023857"
"96","0.002231137756360695","0.002231137756360695","0.002231137756360695","0.00015050797631032764","0.00015050797631032764","0.00015050797631032764","0.00903286767013371","0.00903286767013371","0.00903286767013371","0.03148644790560007","0.03148644790560007","0.03148644790560007","0.0012678675127401947","0.0012678675127401947","0.0012678675127401947","0.00824572719855234","0.00824572719855234","0.00824572719855234"
"97","0.0024991159224370496","0.0024991159224370496","0.0024991159224370496","0.00014614941642154009","0.00014614941642154009","0.00014614941642154009","0.007589565459694713","0.007589565459694713","0.007589565459694713","0.027658470219373704","0.027658470219373704","0.027658470219373704","0.0025492613076325507","0.0025492613076325507","0.0025492613076325507","0.009025001264698804","0.009025001264698804","0.009025001264698804"
"98","0.002171856607077643","0.002171856607077643","0.002171856607077643","0.00014097232555039226","0.00014097232555039226","0.00014097232555039226","0.007984105992466212","0.007984105992466212","0.007984105992466212","0.025806371256113052","0.025806371256113052","0.025806371256113052","0.0025870452539157123","0.0025870452539157123","0.0025870452539157123","0.0079327488578856","0.0079327488578856","0.0079327488578856"
"99","0.001585630459813401","0.001585630459813401","0.001585630459813401","0.0001394028355181217","0.0001394028355181217","0.0001394028355181217","0.01011868217261508","0.01011868217261508","0.01011868217261508","0.02484527691334486","0.02484527691334486","0.02484527691334486","0.003781390370251611","0.003781390370251611","0.003781390370251611","0.008987575069367886","0.008987575069367886","0.008987575069367886"